subject	predicate	object
value	IsA	value
maximum	Synonym	maximal
race	RelatedTo	competition
race	RelatedTo	running
race	RelatedTo	contest
race	RelatedTo	speed
trying	Synonym	nerve-wracking
trying	SimilarTo	difficult
conceive	Entails	copulate
obese	Synonym	corpulent
sample	IsA	sample
sample	IsA	sample
sample	IsA	natural_object
fall	RelatedTo	season
fall	RelatedTo	autumn
fall	HasPrerequisite	trip
fall	HasPrerequisite	lose_your_balance
morbidity	IsA	incidence
morbidity	Synonym	morbidness
morbidity	Synonym	unwholesomeness
discovery	IsA	disclosure
series	IsA	series
phage	Synonym	bacteriophage
display	IsA	representation
display	IsA	display
biogenesis	Synonym	biosynthesis
biogenesis	IsA	generation
implicate	Synonym	entail
implicate	MannerOf	involve
pathologic	Synonym	pathological
pathologic	Synonym	pathologic
hallmark	Synonym	authentication
pivotal	SimilarTo	crucial
switching	Synonym	switch
spatiotemporal	Synonym	spaciotemporal
dispensable	RelatedTo	unnecessary
fundamental	Synonym	underlying
fundamental	Synonym	primal
fundamental	SimilarTo	significant
yet	Synonym	in_time
advantage	IsA	advantage
conditional	SimilarTo	dependant
conditional	RelatedTo	qualified
conditional	SimilarTo	contrary_to_fact
conditional	SimilarTo	qualified
basis	Synonym	footing
evaluation	IsA	judgment
phenomenon	IsA	development
phenomenon	IsA	phenomenon
taken	Synonym	interpreted
taken	SimilarTo	affected
eligible	RelatedTo	qualified
eligible	SimilarTo	entitled
eligible	SimilarTo	bailable
initial	Entails	approve
initial	IsA	letter
tricyclic	Synonym	tricyclic
tricyclic	Synonym	tricyclic
tricyclic	IsA	antidepressant
endpoint	Synonym	end_point
haploid	Synonym	haploid
haploid	HasContext	genetics
haploid	IsA	organism
haploid	HasContext	genetics
agent	RelatedTo	secret
agent	RelatedTo	spy
agent	RelatedTo	person
agent	IsA	agent
derivation	IsA	drawing
derivation	IsA	linguistic_process
derivation	HasContext	synchronic_linguistics
derivation	IsA	beginning
enabled	DefinedAs	opposite_of_disabled
restricted	SimilarTo	classified
restricted	HasContext	grammar
restricted	SimilarTo	off-limits
predict	MannerOf	guess
office	RelatedTo	work
office	RelatedTo	place
office	UsedFor	work
office	RelatedTo	room
formed	SimilarTo	harp-shaped
formed	SimilarTo	football-shaped
formed	SimilarTo	lyre-shaped
formed	SimilarTo	lance-shaped
public	DistinctFrom	private
public	SimilarTo	in_the_public_eye
public	SimilarTo	common
owing	SimilarTo	unpaid
cultures	ReceivesAction	grown_in_testubes_and_artists_collectives
woman	RelatedTo	female
woman	RelatedTo	girl
woman	RelatedTo	lady
woman	RelatedTo	gender
record	RelatedTo	music
record	RelatedTo	vinyl
record	RelatedTo	disc
record	RelatedTo	cd
participant	IsA	associate
cooperate	Synonym	collaborate
relate	MannerOf	be
driving	Causes	changing_your_location
driving	HasSubevent	listening_to_the_radio
driving	HasSubevent	turn_the_steering_wheel
driving	Causes	moving
initially	Synonym	ab_initio
distal	HasContext	anatomy
distal	SimilarTo	lateral
loading	IsA	ratio
loading	IsA	handling
loading	Synonym	cargo
loading	IsA	loading
unique	Synonym	singular
unique	Synonym	unparalleled
interest	RelatedTo	money
interest	RelatedTo	bank
interest	MannerOf	arouse
interest	Synonym	interest
fruit	UsedFor	eating
fruit	IsA	a_good_source_of_vitamins
fruit	ReceivesAction	eaten
fruit	AtLocation	a_tree
rather	Synonym	instead
prices	CapableOf	amount_to_a_total
prices	DefinedAs	plural_form_of_price
prices	CapableOf	jump_unexpectedly
prices	CapableOf	vary
observational	SimilarTo	empirical
cytosol	IsA	cytoplasm
serve	MannerOf	help
dual	Synonym	duple
dual	SimilarTo	plural
dual	Synonym	three-fold
dual	RelatedTo	two
monkeys	CapableOf	throw_things
monkeys	CapableOf	make_faces
monkeys	IsA	not_invertibrates
monkeys	CapableOf	reach_for_fruit
right	RelatedTo	direction
right	RelatedTo	correct
right	IsA	right
right	RelatedTo	conservative
primate	Synonym	archpriest
primate	IsA	an_animal
primate	IsA	placental
tonsillectomy	IsA	ablation
skewed	SimilarTo	inclined
impair	MannerOf	damage
immunoglobulin	IsA	immunoglobulin
immunoglobulin	IsA	immunoglobulin
immunoglobulin	IsA	immunoglobulin
immunoglobulin	IsA	immunoglobulin
splice	Synonym	lap_joint
splice	IsA	junction
splice	MannerOf	intertwine
absolute	SimilarTo	unquestioning
absolute	SimilarTo	infinite
paired	Synonym	opposite
paired	SimilarTo	matched
paired	SimilarTo	mated
neurotransmitter	IsA	neurochemical
optimal	SimilarTo	best
menopause	PartOf	middle_age
parkinson	Synonym	James_Parkinson
parkinson	Synonym	Cyril_Northcote_Parkinson
modification	Synonym	change
modification	IsA	copy
regardless	SimilarTo	heedless
regardless	Synonym	disregardless
attenuation	IsA	weakness
attenuation	IsA	weakening
igg	Synonym	immunoglobulin_G
reversible	SimilarTo	double-faced
reversible	SimilarTo	changeable
reversible	HasContext	physics
recurrent	SimilarTo	continual
rats	IsA	rodents
rats	AtLocation	the_sewers
rats	CapableOf	spread_disease
rats	AtLocation	a_petstore
centre	RelatedTo	middle
centre	Synonym	center
centre	Synonym	center
centre	Synonym	kernel
states	Synonym	United_States
states	AtLocation	a_country
states	IsA	sontrolled_by_a_government
fallen	SimilarTo	destroyed
fallen	SimilarTo	dead
fallen	SimilarTo	down
fallen	SimilarTo	unchaste
changed	SimilarTo	varied
changed	SimilarTo	exchanged
changed	HasContext	geology
changed	SimilarTo	altered
alter	Entails	sew
team	CapableOf	lose_to_another_team
team	AtLocation	a_soccer_game
conversion	IsA	change
conversion	IsA	conversion
registered	HasContext	animal
registered	SimilarTo	certified
registered	HasContext	boat
registered	SimilarTo	documented
eventual	SimilarTo	ultimate
fa	IsA	solfa_syllable
scale	RelatedTo	weight
scale	RelatedTo	weighing
scale	AtLocation	the_post_office
scale	RelatedTo	device
hypothalamus	IsA	neural_structure
hypothalamus	PartOf	diencephalon
locus	IsA	site
locus	IsA	set
locus	Synonym	venue
crosstalk	IsA	noise
sensitization	IsA	process
sensitization	HasContext	psychology
sensitization	Synonym	sensitizing
regular	SimilarTo	symmetrical
regular	SimilarTo	full-time
regular	SimilarTo	normal
twofold	Synonym	three-fold
twofold	Synonym	two_times
twofold	Synonym	two-fold
doctors	CapableOf	help_sick_people
doctors	CapableOf	help_patients
doctors	CapableOf	doctor_patients
doctors	CapableOf	give_you_physical_examinations
work	RelatedTo	job
work	MotivatedByGoal	you_need_money
work	MotivatedByGoal	money
work	AtLocation	a_desk
unrecognized	SimilarTo	unestablished
unrecognized	Synonym	unrecognised
myelin	IsA	fat
myelin	Synonym	myelin
expected	SimilarTo	expectable
expected	SimilarTo	due
expected	SimilarTo	matter-of-course
expected	RelatedTo	unsurprising
framingham	PartOf	Massachusetts
temporal	SimilarTo	earthly
temporal	SimilarTo	impermanent
hodgkin	Synonym	Thomas_Hodgkin
hodgkin	Synonym	Dorothy_Mary_Crowfoot_Hodgkin
hodgkin	Synonym	Alan_Lloyd_Hodgkin
potentiation	HasContext	medicine
potentiation	IsA	synergy
homozygosity	IsA	state
midas	HasContext	legend
midas	HasContext	Greece
medulla	IsA	medulla
medulla	IsA	animal_tissue
medulla	Synonym	myelin
medulla	Synonym	medulla_oblongata
follow	MannerOf	imitate
follow	MannerOf	act
drive	RelatedTo	car
drive	HasPrerequisite	get_in_the_car
drive	RelatedTo	action
drive	RelatedTo	cars
randomly	Synonym	indiscriminately
contact	Synonym	touch
contact	IsA	representative
academic	SimilarTo	theoretical
academic	Synonym	pedantic
mesoderm	IsA	mesoderm
mesoderm	IsA	germ_layer
graduated	Synonym	calibrated
graduated	Synonym	gradational
van	IsA	camper
van	IsA	van
van	IsA	car
gogh	Synonym	van_Gogh
specialized	SimilarTo	specialistic
specialized	SimilarTo	special
specialized	RelatedTo	specific
specialized	SimilarTo	differentiated
fact	RelatedTo	truth
fact	RelatedTo	true
fact	IsA	a_piece_of_information
fact	IsA	an_undisputable_piece_of_information
subpopulation	IsA	population
subpopulation	HasContext	statistics
signature	Synonym	touch
signature	Synonym	key_signature
cortex	Synonym	lens_cortex
cortex	IsA	plant_tissue
cortex	IsA	cortex
cortex	IsA	cortex
links	Synonym	golf_links
links	AtLocation	a_webpage
antitumor	Synonym	anticancer
report	RelatedTo	school
report	RelatedTo	paper
report	Synonym	reputation
parathyroid	Synonym	parathyroid_gland
50	Synonym	fifty
50	SimilarTo	cardinal
24	Synonym	twenty-four
24	SimilarTo	cardinal
clostridium	IsA	eubacteria
aerobic	SimilarTo	aerobiotic
aerobic	SimilarTo	oxidative
degraded	Synonym	degenerate
degraded	SimilarTo	low
neurotropic	HasContext	medicine
universal	IsA	convention
universal	SimilarTo	adaptable
universal	SimilarTo	general
universal	Synonym	universal_proposition
deep	DistinctFrom	shallow
deep	Synonym	trench
deep	SimilarTo	artful
deep	SimilarTo	wakeless
antibacterial	Synonym	antibacterial
escherichia	IsA	enteric_bacteria
escherichia	IsA	escherichia
income	IsA	income
income	IsA	financial_gain
mild	RelatedTo	moderate
mild	SimilarTo	mild-mannered
mild	Synonym	balmy
absent	Synonym	absentminded
price	RelatedTo	cost
price	RelatedTo	tag
price	RelatedTo	amount
price	RelatedTo	value
decisions	HasA	consequences
decisions	IsA	regretfull
decisions	AtLocation	a_fork_in_the_road
decisions	IsA	weighing_factors
country	RelatedTo	nation
country	RelatedTo	land
vaccines	UsedFor	prevent_disease
vaccines	CapableOf	control_diseases
mg	Synonym	milligram
mg	Synonym	magnesium
folate	Synonym	vitamin_Bc
contraceptive	UsedFor	prevent_pregnancy
contraceptive	UsedFor	preventing_pregnancy
contraceptive	AtLocation	pharmacy
contraceptive	AtLocation	the_medicine_cabinet
tests	ReceivesAction	based_on_previous_lessons
tests	DefinedAs	plural_form_of_the_word_test
tests	AtLocation	a_laboratory
tests	ReceivesAction	given_to_prove_knowledge_of_something
north	RelatedTo	direction
overweight	Synonym	corpulence
overweight	SimilarTo	fat
overweight	DefinedAs	polite_way_to_say_fat
studying	Causes	learning
studying	HasSubevent	reading_a_book
studying	UsedFor	learning_something
studying	UsedFor	preparing_for_testing
malignant	HasContext	pathology
malignant	SimilarTo	cancerous
application	IsA	use
application	IsA	request
application	IsA	application
metformin	IsA	a_drug
organs	Synonym	variety_meat
organs	PartOf	organism
organs	AtLocation	a_person
varied	Synonym	wide-ranging
varied	RelatedTo	different
varied	SimilarTo	multifaceted
varied	SimilarTo	omnifarious
elimination	Synonym	elimination
amount	RelatedTo	quantity
amount	RelatedTo	total
amount	Synonym	sum
amount	Synonym	measure
coordinating	Synonym	coordinating_a
coordinating	HasContext	grammar
hyperactive	SimilarTo	active
identification	Synonym	designation
identification	IsA	identity
viable	Synonym	practicable
viable	SimilarTo	alive_p
evolution	Synonym	development
rafts	Synonym	tons
according	SimilarTo	accordant
according	SimilarTo	reported
listeria	IsA	listeria
listeria	IsA	eubacteria
replenishment	Synonym	refilling
evident	Synonym	apparent
evident	Synonym	observable
discuss	Synonym	discourse
monocyte	IsA	leukocyte
aggravated	SimilarTo	intense
aggravated	SimilarTo	angry
greatest	SimilarTo	superior
alteration	Synonym	revision
reading	Causes	learning
reading	RelatedTo	book
reading	RelatedTo	books
reading	HasSubevent	you_learn
episodic	SimilarTo	impermanent
episodic	Synonym	occasional
episodic	SimilarTo	divided
truncated	SimilarTo	short
truncated	Synonym	abbreviated
core	MannerOf	hollow
core	IsA	sample
core	Synonym	core
androgenetic	Synonym	androgenous
usually	Synonym	unremarkably
flow	RelatedTo	movement
flow	RelatedTo	water
flow	RelatedTo	river
flow	RelatedTo	motion
progressive	IsA	tense
progressive	SimilarTo	degressive
progressive	Synonym	reform-minded
monitors	CapableOf	show_text
dispersed	SimilarTo	distributed
usage	Synonym	use
usage	Synonym	custom
kingdom	AtLocation	europe
kingdom	ReceivesAction	ruled_by_a_king
kingdom	AtLocation	a_monarchy
kingdom	HasA	many_people
food	AtLocation	the_refrigerator
food	AtLocation	a_table
food	AtLocation	the_kitchen
food	AtLocation	the_fridge
acquired	SimilarTo	noninheritable
recovered	SimilarTo	found
recovered	Synonym	healed
showing	Synonym	display
showing	Synonym	screening
transplant	MannerOf	displace
transplant	Synonym	transplant
transplant	IsA	movement
go	HasPrerequisite	go
gc	Synonym	gigahertz
gc	PartOf	TFZ
fully	Synonym	amply
located	Synonym	situated
meningitis	IsA	meningitis
meningitis	IsA	meningitis
meningitis	IsA	infectious_disease
meningitis	IsA	meningitis
increment	Synonym	increase
increment	Synonym	increase
linear	Synonym	running
linear	HasContext	mathematics
linear	SimilarTo	linear
linear	Synonym	elongate
confounded	Synonym	bewildered
weights	UsedFor	exercise
weights	AtLocation	a_sporting_goods_store
weights	AtLocation	the_basement
february	IsA	Gregorian_calendar_month
twin	Synonym	Gemini
twin	PartOf	United_States
propose	RelatedTo	marriage
propose	RelatedTo	ask
propose	RelatedTo	marry
propose	Synonym	aim
bind	Synonym	oblige
broadly	Synonym	broadly_speaking
soluble	SimilarTo	answerable
soluble	SimilarTo	disintegrable
soluble	SimilarTo	soluble
soluble	SimilarTo	oil-soluble
random	SimilarTo	stochastic
random	SimilarTo	ergodic
ablation	IsA	erosion
droplet	IsA	drop
stimulating	RelatedTo	invigorating
stimulating	RelatedTo	stimulative
stimulating	Synonym	exhilarating
stimulating	RelatedTo	interesting
conduction	IsA	physical_phenomenon
conduction	IsA	conduction
node	IsA	celestial_point
node	IsA	node
node	IsA	node
node	Synonym	leaf_node
clocks	CapableOf	tell_time
clocks	HasA	alarms
clocks	Synonym	redstem_storksbill
clocks	CapableOf	time_a_race
nih	Synonym	National_Institutes_of_Health
nih	IsA	a_component_of_the_U.S
paraquat	IsA	herbicide
synthetic	SimilarTo	polysynthetic
synthetic	Synonym	synthetic
stabilization	IsA	improvement
stabilization	HasContext	aircraft
spent	Synonym	played_out
spent	Synonym	exhausted
modulation	IsA	transmission
modulation	IsA	modulation
modulation	IsA	modulation
modulation	HasContext	electronics
fruits	CapableOf	grow_on_a_tree
fruits	AtLocation	the_supermarket
fruits	AtLocation	fruit_bowls
fruits	IsA	products_of_plants
upper	PartOf	shoe
upper	SimilarTo	high
upper	SimilarTo	superior
nsaid	Synonym	nonsteroidal_anti-inflammatory
requirement	IsA	duty
requirement	Synonym	prerequisite
al	Synonym	Alabama
al	Synonym	aluminum
enable	MannerOf	change
angina	IsA	angina
angina	IsA	inflammatory_disease
angina	Synonym	angina_pectoris
infusion	IsA	extraction
delayed	SimilarTo	retarded
endometrium	PartOf	uterus
endometrium	IsA	mucous_membrane
endometrium	HasContext	pregnancy
diabetic	IsA	sick_person
diabetic	SimilarTo	ill
hospitalization	IsA	time_period
hospitalization	IsA	condition
hospitalization	Synonym	hospitalization_insurance
mammals	HasA	fur
mammals	HasA	hair
mammals	NotCapableOf	lay_eggs
mammals	HasA	a_heart
gland	IsA	organ
gland	IsA	gland
actomyosin	IsA	protein
wing	UsedFor	providing_lift
wing	UsedFor	flying
wing	IsA	helping
wing	UsedFor	birds
pathogen	IsA	microorganism
snp	Synonym	single_nucleotide_polymorphism
mosquito	CapableOf	fly
mosquito	CapableOf	suck_blood
mosquito	RelatedTo	insect
mosquito	IsA	mosquito
diet	IsA	diet
diet	HasContext	animal
diet	IsA	diet
pd	Synonym	palladium
rating	Synonym	evaluation
supporting	Synonym	support
supporting	Synonym	load-bearing
supporting	SimilarTo	supportive
lowest	Synonym	last-place
sterol	IsA	alcohol
sterol	IsA	sterol
sterol	IsA	sterol
sterol	IsA	steroid
twice	Synonym	doubly
mast	UsedFor	hold_a_sail
mast	AtLocation	a_ship
mast	UsedFor	a_ship
mast	UsedFor	sailing
permeability	IsA	porosity
elements	IsA	weather
progeria	IsA	abnormality
clinics	DefinedAs	multiple_of_clinic
switzerland	IsA	a_country
switzerland	PartOf	Europe
switzerland	IsA	a_country_in_Europe
intact	Synonym	inviolate
intact	Synonym	entire
intact	SimilarTo	whole
bodies	ReceivesAction	composed_of_limbs,_torso_and_head
bodies	HasA	tissue
bodies	HasA	organs
bodies	HasA	bones
kb	Synonym	kilobyte
kb	PartOf	MB
kb	Synonym	kilobit
kb	IsA	computer_memory_unit
undifferentiated	SimilarTo	dedifferentiated
every	RelatedTo	each
every	RelatedTo	all
every	RelatedTo	each_and
inherited	Synonym	transmitted
segregated	RelatedTo	separate
segregated	SimilarTo	lily-white
segregated	SimilarTo	separate
segregated	SimilarTo	quarantined
rnase	Synonym	ribonuclease
hypersensitive	Synonym	hypersensitised
melanoma	IsA	skin_cancer
melanoma	Synonym	melanoma
adolescents	Desires	move_in_groups
assigned	SimilarTo	appointed
assigned	SimilarTo	allotted
intestine	IsA	intestine
intestine	IsA	internal_organ
intestine	PartOf	a_human_body
scd	Synonym	Doctor_of_Science
urban	RelatedTo	city
urban	SimilarTo	urbanised
urban	SimilarTo	city-like
urban	SimilarTo	urban
reproduce	HasPrerequisite	have_sex
reproduce	HasPrerequisite	find_a_mate
reproduce	MotivatedByGoal	have_children
reproduce	HasPrerequisite	make_love
top	DistinctFrom	bottom
top	Antonym	bottom
top	Synonym	acme
top	Synonym	peak
ir	Synonym	Inland_Revenue
ir	Synonym	iridium
circuitry	IsA	electronic_equipment
mobility	IsA	quality
household	Synonym	family
machinery	UsedFor	help
machinery	UsedFor	function
mainly	Synonym	principally
channel	IsA	channel
channel	MannerOf	steer
channel	IsA	passage
tubular	Synonym	tube-shaped
respond	Synonym	answer
respond	MannerOf	react
respond	Synonym	react
exacerbation	Synonym	aggravation
exacerbation	IsA	exasperation
lifespan	Synonym	life
unadjusted	SimilarTo	maladjusted
unadjusted	Synonym	unadapted
polyunsaturated	SimilarTo	unsaturated
disassembly	Synonym	dismantling
medline	IsA	telephone_system
gender	IsA	grammatical_category
diets	CapableOf	consist_of_celery
nucleoside	IsA	glycoside
cns	Synonym	central_nervous_system
minutes	PartOf	minute_book
minutes	IsA	written_record
raise	RelatedTo	lift
raise	RelatedTo	up
raise	RelatedTo	increase
raise	HasContext	poker
coding	Synonym	cryptography
coding	HasPrerequisite	thinking
corpus	PartOf	body_part
embryo	IsA	plant
old	RelatedTo	age
old	DistinctFrom	young
old	AtLocation	a_museum
old	SimilarTo	secondhand
intensive	SimilarTo	intense
intensive	Synonym	intensifier
governing	SimilarTo	dominant
governing	Synonym	government
mycobacterium	Synonym	mycobacteria
preceding	SimilarTo	preparative
preceding	RelatedTo	antecedent
preceding	SimilarTo	above
preceding	SimilarTo	foregoing
oat	IsA	oat
oat	IsA	oat
oat	IsA	cereal
ingestion	Synonym	consumption
extended	Synonym	lengthened
extended	SimilarTo	outspread
extended	SimilarTo	stretched
extended	SimilarTo	figurative
causality	IsA	relation
examine	MannerOf	question
documented	Synonym	authenticated
documented	SimilarTo	registered
documented	SimilarTo	referenced
nascent	SimilarTo	emerging
nascent	SimilarTo	dissilient
referral	IsA	forwarding
referral	IsA	recommendation
referral	IsA	case
generally	Synonym	broadly_speaking
generally	Synonym	in_the_main
atypical	Synonym	irregular
atypical	RelatedTo	uncharacteristic
atypical	SimilarTo	unrepresentative
atypical	RelatedTo	abnormal
reviews	CausesDesire	read_a_book
triage	IsA	sorting
r	Synonym	roentgen
r	IsA	letter
r	Synonym	gas_constant
r	Synonym	radius
plastic	IsA	material
plastic	IsA	a_man-made_product
plastic	IsA	plastic
plastic	Synonym	moldable
integral	IsA	integral
integral	Synonym	built-in
integral	IsA	calculation
restore	Synonym	regenerate
quadruplex	SimilarTo	multiple
saccharomyces	IsA	fungus_genus
saccharomyces	Synonym	Saccharomyces
hosts	CapableOf	welcome_guest
hosts	CapableOf	welcome_guests
attractive	SimilarTo	charismatic
attractive	SimilarTo	spellbinding
attractive	RelatedTo	inviting
attractive	RelatedTo	pleasing
adjacent	Synonym	side_by_side
adjacent	SimilarTo	near
haplotype	IsA	combination
haplotype	HasContext	genetics
repressing	Synonym	inhibitory
gamma	Synonym	da_Gamma
gamma	IsA	letter
gamma	PartOf	oersted
cut	RelatedTo	knife
cut	RelatedTo	slice
cut	RelatedTo	wound
cut	RelatedTo	scissors
risen	SimilarTo	up
validated	SimilarTo	valid
splenomegaly	IsA	hypertrophy
lymphadenopathy	IsA	pathology
degrading	Synonym	corrupting
degrading	SimilarTo	dishonorable
pressor	Synonym	vasoconstrictor
pressor	HasContext	physiology
short	SimilarTo	snub
short	SimilarTo	squatty
short	SimilarTo	curtal
short	Synonym	unretentive
mature	SimilarTo	fruiting
mature	MannerOf	explicate
vessel	RelatedTo	ship
vessel	RelatedTo	boat
vessel	RelatedTo	container
percent	Synonym	percentage
migrate	MannerOf	migrate
migrate	MannerOf	move
migrate	MannerOf	migrate
waiting	HasSubevent	read
waiting	Synonym	ready_and_waiting
waiting	Synonym	wait
donation	Synonym	contribution
donation	Synonym	contribution
accuracy	HasContext	mathematics
verified	SimilarTo	proved
predictions	ReceivesAction	needed_to_make_plans
source	MannerOf	source
ross	Synonym	Sir_Ronald_Ross
ross	Synonym	Nellie_Tayloe_Ross
ross	Synonym	Betsy_Griscom_Ross
ross	Synonym	Sir_John_Ross
leukaemia	Synonym	leukemia
ecm	Synonym	electronic_countermeasures
earliest	SimilarTo	early
earliest	Synonym	soonest
originally	Synonym	in_the_beginning
spurt	Synonym	jet
residents	AtLocation	an_apartment
residents	AtLocation	a_country
residents	AtLocation	a_house
relationships	CapableOf	change_as_people_change
relationships	IsA	"pure_gold_."
relationships	CapableOf	end_quickly
relationships	CausesDesire	live
exposed	Synonym	uncovered
exposed	SimilarTo	unprotected
strength	Synonym	lastingness
strength	Synonym	intensity
subtle	Synonym	pernicious
procedure	IsA	procedure
procedure	IsA	procedure
procedure	IsA	activity
nine	RelatedTo	eight
nine	Synonym	9
emerge	Synonym	come_forth
vital	Synonym	critical
vital	Synonym	life-sustaining
vital	Synonym	lively
vital	SimilarTo	alive_p
radiotherapy	HasContext	medicine
feedback	IsA	feedback
feedback	IsA	feedback
existence	Synonym	universe
existence	Synonym	being
segregate	MannerOf	separate
segregate	IsA	person
segregate	MannerOf	isolate
segregate	MannerOf	discriminate
ex	Synonym	old-fashioned
ex	Synonym	ex-husband
ex	Synonym	exwife
ex	Synonym	X
citation	Synonym	quotation
audiovisual	Synonym	audiovisual
audiovisual	IsA	teaching_aid
none	RelatedTo	nothing
none	RelatedTo	zero
none	IsA	service
none	IsA	hour
53	SimilarTo	cardinal
8	SimilarTo	cardinal
8	Synonym	eight
drift	HasContext	mining
drift	MannerOf	circulate
drift	IsA	tenor
endothelium	IsA	epithelium
perceived	SimilarTo	detected
perceived	Synonym	sensed
occlusion	Synonym	blockage
occlusion	IsA	attack
occlusion	Synonym	occluded_front
occlusion	Synonym	blockage
26	SimilarTo	cardinal
26	Synonym	twenty-six
15	SimilarTo	cardinal
15	Synonym	fifteen
iv	Synonym	intravenous_feeding
iv	Synonym	4
iv	Synonym	four
fitness	Synonym	fitness
fitness	IsA	condition
90	Synonym	ninety
90	SimilarTo	cardinal
1000	Synonym	thousand
1000	SimilarTo	cardinal
finland	IsA	a_country
siblings	CapableOf	throw_pillows_at_each_other
siblings	CapableOf	needle_one_another
siblings	CapableOf	bug_each_other
siblings	CapableOf	bug_siblings
familial	Synonym	transmitted
gadolinium	IsA	metallic_element
mri	Synonym	magnetic_resonance_imaging
mri	UsedFor	non-invasively_uncover_internal_problems
mri	AtLocation	a_doctor's_office
mri	IsA	a_medical_test
compression	IsA	shrinking
compression	IsA	encoding
stockings	AtLocation	a_suitcase
immobile	SimilarTo	immoveable
immobile	SimilarTo	nonmotile
methadone	Synonym	methadone
methadone	IsA	narcotic
base	RelatedTo	bottom
base	IsA	bottom
relapse	MannerOf	revert
relapse	Synonym	get_worse
homing	SimilarTo	orienting
amplify	Synonym	magnify
amplify	Synonym	inflate
amplify	Synonym	overstate
amplify	MannerOf	intensify
nonfunctional	SimilarTo	nonstructural
nonfunctional	Synonym	malfunctioning
nonfunctional	SimilarTo	decorative
nonfunctional	RelatedTo	unserviceable
classified	SimilarTo	grouped
classified	Synonym	classified_ad
classified	SimilarTo	categorised
adjuvant	HasContext	pharmacology
adjuvant	SimilarTo	helpful
adjuvant	IsA	additive
adjuvant	Synonym	appurtenant
eligibility	IsA	qualification
x	CapableOf	mark_the_spot
x	Synonym	ten
x	Synonym	X
x	IsA	letter
cutoff	IsA	device
cutoff	IsA	limit
cutoff	Synonym	shortcut
dutch	Synonym	Dutch_people
africa	IsA	a_continent
africa	PartOf	Africa
adherence	Synonym	adhesiveness
adherence	Synonym	attachment
encode	MannerOf	encode
swift	Synonym	western_fence_lizard
swift	IsA	swift
swift	Synonym	Gustavus_Franklin_Swift
swift	IsA	swift
directional	Synonym	directing
bear	RelatedTo	animal
bear	RelatedTo	grizzly
bear	RelatedTo	polar
bear	RelatedTo	big
steady	SimilarTo	firm
steady	Synonym	steadily
steady	RelatedTo	even
steady	SimilarTo	secure
il	Synonym	49
il	Synonym	Illinois
pr	Synonym	public_relations
pr	Synonym	Puerto_Rico
pr	Synonym	praseodymium
reference	Synonym	reference_point
reference	IsA	meaning
reference	Synonym	reference_book
reference	HasContext	writing
terms	Synonym	price
terms	Synonym	footing
quickly	Synonym	cursorily
physiological	Synonym	physiologic
preventive	SimilarTo	blockading
preventive	SimilarTo	precautionary
preventive	IsA	remedy
preventive	SimilarTo	pre-emptive
exist	RelatedTo	being
exist	RelatedTo	to_be
permit	RelatedTo	allow
permit	RelatedTo	license
shortly	Synonym	curtly
shortly	Synonym	concisely
shortly	Synonym	before_long
stationary	SimilarTo	fixed
stationary	AtLocation	the_desk
stationary	SimilarTo	nonmoving
micro	SimilarTo	microscopic
micro	SimilarTo	micro
bacillus	IsA	eubacteria
bacillus	IsA	Bacillus
bacillus	Synonym	Bacillus
terrorist	CapableOf	arm_a_bomb
terrorist	CapableOf	plant_a_bomb
terrorist	IsA	bad_person
terrorist	IsA	radical
difficult	RelatedTo	hard
difficult	DistinctFrom	easy
difficult	SimilarTo	rocky
difficult	SimilarTo	serious
standardised	SimilarTo	standard
standardised	Synonym	interchangeable
minimum	IsA	small_indefinite_quantity
minimum	IsA	extremum
reports	DefinedAs	plural_of_report
reports	IsA	the_parts
reports	ReceivesAction	read_by_humans
feed	RelatedTo	food
feed	RelatedTo	eat
feed	RelatedTo	give
feed	RelatedTo	give_food
simple	SimilarTo	orbiculate
simple	HasContext	botany
simple	SimilarTo	three-needled
simple	SimilarTo	simple
problems	AtLocation	a_quandry
problems	CapableOf	cause_a_headache
problems	IsA	unsolvable
oxidation	IsA	chemical_reaction
browning	Synonym	John_Moses_Browning
browning	Synonym	toasting
browning	Synonym	Robert_Browning
browning	Synonym	Elizabeth_Barrett_Browning
master	RelatedTo	boss
master	IsA	master
formally	Synonym	officially
validating	Synonym	substantiating
rational	SimilarTo	intelligent
rational	RelatedTo	logical
uncertain	SimilarTo	contingent
uncertain	SimilarTo	groping
uncertain	SimilarTo	ambiguous
perhaps	RelatedTo	maybe
likelihood	IsA	probability
lr	Synonym	lawrencium
depressive	IsA	sick_person
mo	Synonym	Missouri
mo	Synonym	molybdenum
mo	Synonym	moment
reflective	SimilarTo	reflecting
reflective	SimilarTo	intellectual
reflective	SimilarTo	mirrorlike
reflective	Synonym	meditative
car	AtLocation	the_city
car	AtLocation	a_parking_lot
car	RelatedTo	vehicle
car	CapableOf	go_fast
tonic	HasContext	music
highlighting	Synonym	highlight
acquire	Synonym	learn
acquire	Synonym	get
sink	AtLocation	the_kitchen
sink	AtLocation	a_house
colony	RelatedTo	settlement
colony	RelatedTo	group
colony	RelatedTo	ant
colony	RelatedTo	ants
head	RelatedTo	body
head	RelatedTo	neck
head	RelatedTo	brain
head	RelatedTo	top
neck	RelatedTo	head
neck	RelatedTo	body
neck	UsedFor	Supporting_a_head
neck	RelatedTo	shoulders
refractory	SimilarTo	unresponsive
refractory	Synonym	furnace_lining
