subject	predicate	object
conscious	SimilarTo	sentient
conscious	RelatedTo	awake
words	CapableOf	hurt_feelings
words	CapableOf	mean_things
words	HasA	multiple_meanings
words	HasA	meaning
voltage	IsA	a_measure_of_electricity
voltage	IsA	electrical_pressure
prefrontal	SimilarTo	anterior
spectral	Synonym	apparitional
band	RelatedTo	group
band	RelatedTo	music
band	CapableOf	play_music
band	RelatedTo	musical
granger	Synonym	farmer
visible	SimilarTo	viewable
visible	SimilarTo	overt
invisible	RelatedTo	imperceptible
invisible	SimilarTo	occult
invisible	SimilarTo	unseen
evidenced	SimilarTo	proved
als	Synonym	amyotrophic_lateral_sclerosis
behaviour	Synonym	behavior
examine	MannerOf	question
bullying	IsA	health_and_safety_risk
bullying	CapableOf	be_costly
questionnaire	IsA	form
confined	SimilarTo	confining
confined	RelatedTo	restricted
confined	SimilarTo	housebound
confined	SimilarTo	weather-bound
tec	Synonym	detective
astrocytic	HasContext	neurology
fide	DefinedAs	worldwide_governing_body_for_chess
cooperatively	Synonym	hand_and_glove
constrain	Synonym	restrain
constrain	Synonym	enforce
constrain	Synonym	stiffen
triglyceride	IsA	lipid
triglyceride	IsA	glyceride
lipase	IsA	enzyme
simultaneous	Synonym	co-occurrent
urgency	IsA	importance
cabg	Synonym	coronary_bypass
se	Synonym	selenium
se	Synonym	southeast
killing	Causes	death
killing	Causes	guilt
killing	Causes	go_to_jail
killing	Causes	someone_dies
densely	Synonym	obtusely
intersperse	MannerOf	insert
intersperse	MannerOf	put
elongated	Synonym	lengthened
elongated	SimilarTo	long
render	MannerOf	give
indifferent	Synonym	so-so
indifferent	SimilarTo	moderate
lateral	Synonym	sidelong
lateral	Synonym	lateral_pass
lateral	SimilarTo	distal
chickens	CapableOf	cross_roads
chickens	CapableOf	produce_eggs
chickens	IsA	animals
chickens	HasA	bony_necks_with_very_little_meat
gluten	IsA	gluten
gluten	IsA	gluten
gluten	IsA	protein
tt	Synonym	Palau
tt	Synonym	Micronesia
tt	Synonym	terrestrial_time
department	RelatedTo	store
department	RelatedTo	section
department	RelatedTo	division
department	RelatedTo	part
osteoarthritis	IsA	arthritis
externalization	IsA	attribution
externalization	IsA	objectification
plate	RelatedTo	dish
plate	RelatedTo	food
plate	RelatedTo	eating
plate	RelatedTo	round
anaphase	PartOf	meiosis
anaphase	IsA	phase_of_cell_division
potentiate	MannerOf	enhance
potentiate	HasContext	drug
city	RelatedTo	town
city	IsA	a_place
city	RelatedTo	buildings
city	RelatedTo	big
crossover	Synonym	crossover_voter
crossover	Synonym	crossing
crossover	IsA	borrowing
crossover	HasContext	music_genre
hot	RelatedTo	temperature
hot	DistinctFrom	cold
view	RelatedTo	look
view	RelatedTo	vista
view	RelatedTo	see
view	RelatedTo	sight
issue	HasContext	military
issue	Synonym	offspring
issue	Synonym	publish
mostly	Synonym	for_the_most_part
mostly	Synonym	more_often_than_not
silence	RelatedTo	quiet
fecal	Synonym	faecal
cftr	Synonym	cystic_fibrosis_transport_regulator
raptor	Synonym	bird_of_prey
raptor	IsA	a_bird_of_prey
hair	CapableOf	fall_out
hair	PartOf	your_head
hair	UsedFor	warmth
hair	UsedFor	combing
osteoporosis	IsA	pathology
bacteremia	IsA	pathology
bacteremia	HasContext	microorganism
complicated	SimilarTo	complex
destination	Synonym	address
container	UsedFor	holding_something
port	IsA	geographic_point
port	IsA	port
port	Synonym	interface
throughput	IsA	output
throughput	HasContext	computer
ibuprofen	IsA	painkiller
ibuprofen	IsA	medicine
centre	RelatedTo	middle
centre	Synonym	center
centre	Synonym	center
centre	Synonym	kernel
tests	ReceivesAction	based_on_previous_lessons
tests	DefinedAs	plural_form_of_the_word_test
tests	ReceivesAction	given_to_prove_knowledge_of_something
bond	IsA	bond
bond	MannerOf	mortgage
bond	Synonym	adhere
bond	IsA	security
anopheles	IsA	arthropod_genus
anopheles	Synonym	Anopheles
phagocytosis	IsA	bodily_process
compensate	Synonym	right
steps	Synonym	stairs
steps	IsA	path
distortions	IsA	a_cool_guy
zone	MannerOf	regulate
zone	IsA	zone
zone	IsA	topographic_point
zone	Synonym	partition
supportive	SimilarTo	appurtenant
supportive	SimilarTo	accessary
supportive	SimilarTo	certificatory
supportive	RelatedTo	positive
france	IsA	country
france	PartOf	Europe
france	IsA	a_country_in_europe
france	PartOf	France
immunogenicity	IsA	immunity
address	RelatedTo	location
address	RelatedTo	street
address	RelatedTo	number
address	RelatedTo	house
ards	Synonym	adult_respiratory_distress_syndrome
distress	IsA	adversity
reversed	SimilarTo	turned
reversed	Synonym	transposed
depolarization	IsA	change
opposite	Synonym	face_to_face
truncated	SimilarTo	short
truncated	Synonym	abbreviated
behavioural	Synonym	behavioral
notable	Synonym	luminary
notable	Synonym	noteworthy
notable	Synonym	far-famed
noncommunicable	Synonym	nontransmissible
mother	RelatedTo	parent
mother	RelatedTo	female
mother	RelatedTo	woman
mother	RelatedTo	mom
baby	CapableOf	wet_his_diaper
baby	CapableOf	wet_his/her_diapers
baby	RelatedTo	child
baby	CapableOf	cry_loudly
obstetric	Synonym	obstetric
china	IsA	country
china	RelatedTo	country
field	RelatedTo	area
field	RelatedTo	baseball
field	RelatedTo	grass
field	RelatedTo	grassy
complement	IsA	construction
validation	IsA	determination
validation	Synonym	establishment
cured	Synonym	healed
cured	Synonym	vulcanised
cured	Synonym	corned
cured	SimilarTo	preserved
