subject	predicate	object
ism	Synonym	doctrine
transcriptase	IsA	polymerase
sapling	IsA	tree
establishment	HasContext	ecology
launching	Synonym	introduction
eros	Synonym	sexual_desire
eros	HasContext	Greek_mythology
acoustics	IsA	physical_science
planned	SimilarTo	deep-laid
planned	Synonym	aforethought
planned	RelatedTo	premeditated
planned	SimilarTo	put-up
elect	RelatedTo	vote
elect	RelatedTo	choose
elect	RelatedTo	president
elect	MannerOf	choose
stiff	Synonym	stiffly
stiff	Synonym	unfaltering
stiff	Synonym	cadaver
stiff	SimilarTo	strong
shoes	UsedFor	protect_feet
shoes	ReceivesAction	worn_on_your_feet
shoes	IsA	clothing
shoes	HasA	a_heel
socks	ReceivesAction	worn_on_feet
socks	ReceivesAction	worn_over_feet
socks	ReceivesAction	worn_inside_shoes
socks	ReceivesAction	found_in_a_drawer
burnt	Synonym	burned
burnt	SimilarTo	treated
burnt	Synonym	burned-over
decapod	IsA	cephalopod
decapod	Synonym	decapod_crustacean
krill	IsA	malacostracan_crustacean
uncomfortable	SimilarTo	warm
uncomfortable	SimilarTo	self-conscious
uncomfortable	SimilarTo	ill-fitting
uncomfortable	SimilarTo	uneasy
voices	IsA	louder_than_others
rotor	PartOf	turbine
rotor	IsA	rotor
rotor	PartOf	jet_engine
rotor	IsA	rotating_mechanism
compressor	IsA	compressor
workings	Synonym	working
workings	Synonym	works
locally	Synonym	topically
intensifying	SimilarTo	augmentative
intensifying	SimilarTo	exacerbating
intensifying	SimilarTo	thickening
intensifying	SimilarTo	heightening
hippocampus	IsA	fish_genus
hippocampus	IsA	neural_structure
hippocampus	Synonym	Hippocampus
hippocampus	PartOf	limbic_system
reception	UsedFor	celebrate_something
reception	HasContext	American_football
convention	IsA	convention
recorders	CapableOf	record_records
dielectric	Synonym	insulator
maximize	MannerOf	exploit
maximize	MannerOf	increase
alertness	IsA	attentiveness
alertness	IsA	arousal
verdict	IsA	verdict
verdict	IsA	verdict
verdict	DefinedAs	decision_of_a_jury
jury	CapableOf	side_with_a_defendant
jury	RelatedTo	people
jury	RelatedTo	twelve
jury	IsA	jury
liable	SimilarTo	nonexempt
liable	SimilarTo	likely
liable	Synonym	unresistant
liable	SimilarTo	responsible
cadmium	IsA	metallic_element
diuretic	Synonym	diuretic_drug
alcoholics	UsedFor	alcohol
imported	SimilarTo	foreign
astronauts	IsA	people
astronauts	CapableOf	journey_to_the_moon
astronauts	CapableOf	experience_zero_gravity
astronauts	CapableOf	journey_into_space
blackout	HasContext	aircraft
pistons	PartOf	car
pistons	PartOf	car_engine
electrolytic	Synonym	electrolytic
electrolytic	IsA	capacitor
electrolytic	Synonym	electrolytic
underlie	MannerOf	be
underlie	MannerOf	lie
westward	Synonym	west
westward	Synonym	westwards
westward	Synonym	westbound
dolomite	IsA	mineral
steep	Synonym	unconscionable
steep	SimilarTo	high
nucleolus	IsA	organelle
nucleolus	PartOf	nucleus
dug	PartOf	female_mammal
dug	IsA	mammary_gland
vaporized	Synonym	volatilised
bored	Synonym	world-weary
sequester	Synonym	impound
sequester	Synonym	seclude
sequester	MannerOf	separate
sequester	HasContext	chemistry
peat	IsA	humate
malleable	SimilarTo	formed
toughness	Synonym	stamina
toughness	Synonym	formidability
toughness	Synonym	huskiness
toughness	Synonym	temper
levulose	Synonym	fructose
contusion	IsA	hit
contusion	Synonym	bruise
serpentine	SimilarTo	curved
stagnant	SimilarTo	standing
stagnant	SimilarTo	undynamic
axil	IsA	angle
metallurgy	IsA	metallurgy
pursued	IsA	hunted_person
meager	SimilarTo	exiguous
chaos	IsA	confusion
archeological	Synonym	archaeological
scotland	PartOf	United_Kingdom
partner	Synonym	spouse
bizarre	Synonym	off-the-wall
astrology	IsA	pseudoscience
colloquially	Synonym	conversationally
dieting	Synonym	diet
dieting	CausesDesire	diminish_your_own_hunger
tower	RelatedTo	building
tower	RelatedTo	tall
tower	IsA	tower
altering	Synonym	neutering
predictions	ReceivesAction	needed_to_make_plans
copepod	PartOf	plankton
copepod	Synonym	copepod
copepod	IsA	crustacean
profiling	IsA	identification
dart	IsA	a_object
dart	Synonym	flit
dart	IsA	projectile
bias	SimilarTo	oblique
bias	MannerOf	prejudice
cad	IsA	villain
circuitry	IsA	electronic_equipment
monopoly	IsA	a_board_game
monopoly	IsA	market
trainers	CapableOf	condition_racehorses
trainers	CapableOf	weight_people_with_scales
trainers	CapableOf	become_smelly
biologist	IsA	biologist
biologist	HasContext	biology
biologist	IsA	biologist
refreshing	Synonym	refreshful
refreshing	SimilarTo	new
owner	RelatedTo	person
owner	RelatedTo	possessor
owner	CapableOf	name_a_pet
owner	IsA	owner
deafness	IsA	deafness
prevail	MannerOf	exist
prevail	MannerOf	persuade
dislocated	Synonym	disjointed
curiosity	CausesDesire	examine_a_thing
curiosity	CausesDesire	read_a_letter
curiosity	CausesDesire	become_a_scuba_diver
curiosity	CausesDesire	read_a_book
january	PartOf	Gregorian_calendar
aliphatic	SimilarTo	acyclic
alkane	Synonym	methane_series
hydration	IsA	association
interrelated	SimilarTo	reticulate
citizen	IsA	national
citizen	IsA	citizen
bouncing	SimilarTo	healthy
supplier	IsA	businessperson
touching	Synonym	affecting
touching	Synonym	touch
touching	Synonym	touch
degenerative	SimilarTo	chronic
cladistics	IsA	taxonomy
centric	Synonym	centrical
deleterious	SimilarTo	harmful
artist	CapableOf	paint_a_portrait
artist	CapableOf	shade_a_drawing
artist	CapableOf	paint_a_canvas
artist	CapableOf	draw_someone
unglazed	SimilarTo	unvitrified
porcelain	IsA	ceramic_ware
incompatible	Synonym	ill-sorted
incompatible	Synonym	uncongenial
incompatible	SimilarTo	clashing
incompatible	SimilarTo	inconsistent
session	IsA	conference
session	Synonym	school_term
expectancy	Synonym	anticipation
expectancy	Synonym	anticipation
thorn	RelatedTo	rose
thorn	Synonym	irritant
thorn	Synonym	spine
thorn	IsA	rune
lee	Synonym	Rose_Louise_Hovick
lee	Synonym	Robert_Edward_Lee
lee	IsA	side
lee	Synonym	Shelton_Jackson_Lee
platform	UsedFor	standing_on
platform	Synonym	platform
deform	Synonym	change_shape
deform	Synonym	contort
deform	MannerOf	change
unconsolidated	SimilarTo	loose
slip	RelatedTo	fall
slip	RelatedTo	banana
slip	RelatedTo	falling
slip	RelatedTo	ice
foreground	MannerOf	bring_out
exosphere	PartOf	atmosphere
exosphere	IsA	layer
burden	Synonym	charge
premature	Synonym	untimely
nonlinear	HasContext	mathematics
authorized	SimilarTo	empowered
authorized	RelatedTo	legitimate
authorized	RelatedTo	official
authorized	SimilarTo	accredited
vodka	IsA	an_alcohol
vodka	IsA	liquor
consensus	IsA	agreement
overwhelming	SimilarTo	intense
overwhelming	Synonym	overpowering
trauma	IsA	psychological_state
trauma	IsA	trauma
trauma	Synonym	trauma
trauma	Synonym	injury
subset	IsA	set
malignancy	Synonym	malignity
malignancy	IsA	disease
margin	IsA	margin
margin	IsA	boundary
inexpensive	Synonym	cheap
