label	text_a	text_b
0	FINDINGS 139,195 self-harm incidents were recorded in 26,510 individual prisoners between 2004 and 2009; 5-6% of male prisoners and 20-24% of female inmates self-harmed every year.	The risk of female prisoners harming themselves is ten times that of male prisoners.
0	Self-harm rates were more than ten times higher in female prisoners than in male inmates.	The risk of female prisoners harming themselves is ten times that of male prisoners.
0	FINDINGS 139,195 self-harm incidents were recorded in 26,510 individual prisoners between 2004 and 2009; 5-6% of male prisoners and 20-24% of female inmates self-harmed every year. Self-harm rates were more than ten times higher in female prisoners than in male inmates.	The risk of female prisoners harming themselves is ten times that of male prisoners.
1	In both sexes, self-harm was associated with younger age, white ethnic origin, prison type, and a life sentence or being unsentenced; in female inmates, committing a violent offence against an individual was also a factor. INTERPRETATION The burden of self-harm in prisoners is substantial, particularly in women.	The risk of female prisoners harming themselves is ten times that of male prisoners.
1	T6SS is regulated at transcriptional and posttranslational levels, the latter involving detection of membrane perturbation in some species. The contracted organelle is then recycled in an ATP-dependent process.	The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) is decorated with VgrG and PAAR proteins.
0	Conversely, the tissue surrounding the caseum has a comparatively anti-inflammatory signature.	The tissue surrounding the granuloma in an immune cell induces an anti-inflammatory immune response.
0	Conversely, the tissue surrounding the caseum has a comparatively anti-inflammatory signature.	The tissue surrounding the granuloma in an immune cell induces an anti-inflammatory immune response.
1	However, their function and mechanisms of formation remain poorly understood. We found that the centers of granulomas have a pro-inflammatory environment that is characterized by the presence of antimicrobial peptides, reactive oxygen species and pro-inflammatory eicosanoids.	The tissue surrounding the granuloma in an immune cell induces an anti-inflammatory immune response.
2	In multivariable analysis, postmarket safety events were statistically significantly more frequent among biologics (incidence rate ratio [IRR] = 1.93; 95% CI, 1.06-3.52; P = .03), therapeutics indicated for the treatment of psychiatric disease (IRR = 3.78; 95% CI, 1.77-8.06; P < .001), those receiving accelerated approval (IRR = 2.20; 95% CI, 1.15-4.21; P = .02), and those with near–regulatory deadline approval (IRR = 1.90; 95% CI, 1.19-3.05; P = .008); events were statistically significantly less frequent among those with regulatory review times less than 200 days (IRR = 0.46; 95% CI, 0.24-0.87; P = .02).	Therapeutics receiving accelerated approval encounter a lower frequency of post-marketing safety events
2	In multivariable analysis, postmarket safety events were statistically significantly more frequent among biologics (incidence rate ratio [IRR] = 1.93; 95% CI, 1.06-3.52; P = .03), therapeutics indicated for the treatment of psychiatric disease (IRR = 3.78; 95% CI, 1.77-8.06; P < .001), those receiving accelerated approval (IRR = 2.20; 95% CI, 1.15-4.21; P = .02), and those with near–regulatory deadline approval (IRR = 1.90; 95% CI, 1.19-3.05; P = .008); events were statistically significantly less frequent among those with regulatory review times less than 200 days (IRR = 0.46; 95% CI, 0.24-0.87; P = .02).	Therapeutics receiving accelerated approval encounter a lower frequency of post-marketing safety events
1	The median time from approval to first postmarket safety event was 4.2 years (IQR, 2.5-6.0 years), and the proportion of novel therapeutics affected by a postmarket safety event at 10 years was 30.8% (95% CI, 25.1%-37.5%).	Therapeutics receiving accelerated approval encounter a lower frequency of post-marketing safety events
2	RESULTS Use of statins in either the prior 180 days (adjusted OR, 0.50; 95% confidence interval [CI], 0.33-0.76) or prior 3 years (adjusted OR, 0.57; 95% CI, 0.40-0.82) was associated with a significant reduction in the risk of hip fracture, even after controlling for variables such as race, insurance status, psychoactive medications, estrogen and thiazide use, ischemic heart disease, cancer, and diabetes mellitus.	There is a positive correlation between hip fractures and statin use.
2	Clear relationships were observed between the degree of reduction in hip fracture risk and the extent of statin use; there was no evidence of such relationships with nonstatin lipid-lowering agents.	There is a positive correlation between hip fractures and statin use.
2	After adjusting for extent of statin use in the prior 3 years, current use (on the index date) was associated with a 71% reduction in risk (adjusted OR, 0.29; 95% CI, 0.10-0.81).	There is a positive correlation between hip fractures and statin use.
2	CONCLUSIONS These findings support an association between statin use by elderly patients and reduction in the risk of hip fracture.	There is a positive correlation between hip fractures and statin use.
2	RESULTS Use of statins in either the prior 180 days (adjusted OR, 0.50; 95% confidence interval [CI], 0.33-0.76) or prior 3 years (adjusted OR, 0.57; 95% CI, 0.40-0.82) was associated with a significant reduction in the risk of hip fracture, even after controlling for variables such as race, insurance status, psychoactive medications, estrogen and thiazide use, ischemic heart disease, cancer, and diabetes mellitus. Clear relationships were observed between the degree of reduction in hip fracture risk and the extent of statin use; there was no evidence of such relationships with nonstatin lipid-lowering agents. After adjusting for extent of statin use in the prior 3 years, current use (on the index date) was associated with a 71% reduction in risk (adjusted OR, 0.29; 95% CI, 0.10-0.81). CONCLUSIONS These findings support an association between statin use by elderly patients and reduction in the risk of hip fracture.	There is a positive correlation between hip fractures and statin use.
1	No significant relationship was observed between use of nonstatin lipid-lowering agents and hip fracture risk. The relationship between statin use and hip fracture risk persisted after controlling for variables such as the number of medications, the Charlson comorbidity index score, and hospitalization or nursing home stay in the last 180 days, as well as after excluding patients who were in a nursing home prior to their index date or who died in the year after their index date.	There is a positive correlation between hip fractures and statin use.
0	CONCLUSIONS Treatment of young infants with macrolide antibiotics was strongly associated with IHPS and should therefore only be administered if potential treatment benefits outweigh the risk.	There is a relation between Erythromycin use and hypertrophic pyloric stenosis.
0	Maternal use of macrolides during the first two weeks after birth was also associated with an increased risk of IHPS.	There is a relation between Erythromycin use and hypertrophic pyloric stenosis.
0	CONCLUSIONS Treatment of young infants with macrolide antibiotics was strongly associated with IHPS and should therefore only be administered if potential treatment benefits outweigh the risk. Maternal use of macrolides during the first two weeks after birth was also associated with an increased risk of IHPS.	There is a relation between Erythromycin use and hypertrophic pyloric stenosis.
1	PARTICIPANTS 999,378 liveborn singletons and linked individual level information on macrolide prescriptions (maternal use during pregnancy, n=30,091; maternal use after birth, n=21,557; use in infants, n=6591), surgery for IHPS, and potential confounders. A possible association was also found with use during late pregnancy.	There is a relation between Erythromycin use and hypertrophic pyloric stenosis.
1	We assessed the in utero and neonatal role of two key regulators of pancreatic insulin secretion by studying birthweight and the incidence of neonatal hypoglycaemia in patients with heterozygous mutations in the maturity-onset diabetes of the young (MODY) genes HNF4A (encoding HNF-4α) and HNF1A/TCF1 (encoding HNF-1α), and the effect of pancreatic deletion of Hnf4a on foetal and neonatal insulin secretion in mice.	There is no association between HNF4A mutations and diabetes risks.
2	The adverse effect is less severe in sons, although links to testicular cancer and urogenital anomalies, such as epididymal cysts, have been reported.2 3 A recent study also found an increased risk of hypospadias in the sons of women exposed to diethylstilbestrol in utero.4 Clomifene has a half life of about five days, but its metabolites have been found in blood samples on day 22 of the menstrual cycle and in faeces up to six weeks after administration.5 The occurrence of hypospadias may be increasing.	There is no increased risk of hypospadias with clomiphene.
2	The adverse effect is less severe in sons, although links to testicular cancer and urogenital anomalies, such as epididymal cysts, have been reported.2 3 A recent study also found an increased risk of hypospadias in the sons of women exposed to diethylstilbestrol in utero.4 Clomifene has a half life of about five days, but its metabolites have been found in blood samples on day 22 of the menstrual cycle and in faeces up to six weeks after administration.5 The occurrence of hypospadias may be increasing.	There is no increased risk of hypospadias with clomiphene.
1	### Methods and results  Our case-control study was done in the Danish counties of North Jutland, Aarhus, Viborg, and …	There is no increased risk of hypospadias with clomiphene.
2	Notably, we found that Oct4 is associated with multiple chromatin-modifying complexes with documented as well as newly proved functional significance in stem cell maintenance and somatic cell reprogramming.	There is no known interaction between Pioneer factor OCT3/4 and major chromatin remodeling factors.
2	Notably, we found that Oct4 is associated with multiple chromatin-modifying complexes with documented as well as newly proved functional significance in stem cell maintenance and somatic cell reprogramming.	There is no known interaction between Pioneer factor OCT3/4 and major chromatin remodeling factors.
1	However, limited information is available on Oct4-associated protein complexes and their intrinsic protein-protein interactions that dictate Oct4's critical regulatory activities. Here we employed an improved affinity purification approach combined with mass spectrometry to purify Oct4 protein complexes in mouse embryonic stem cells (mESCs), and discovered many novel Oct4 partners important for self-renewal and pluripotency of mESCs.	There is no known interaction between Pioneer factor OCT3/4 and major chromatin remodeling factors.
2	Subsequent purification of Oct4 partners Sall4, Tcfcp2l1, Dax1, and Esrrb resulted in an Oct4 interactome of 166 proteins, including transcription factors and chromatin-modifying complexes with documented roles in self-renewal, but also many factors not previously associated with the ESC network.	There is no known interaction between Pioneer factor OCT3/4 and major chromatin remodeling factors.
2	Subsequent purification of Oct4 partners Sall4, Tcfcp2l1, Dax1, and Esrrb resulted in an Oct4 interactome of 166 proteins, including transcription factors and chromatin-modifying complexes with documented roles in self-renewal, but also many factors not previously associated with the ESC network.	There is no known interaction between Pioneer factor OCT3/4 and major chromatin remodeling factors.
1	We find that Esrrb associated with the basal transcription machinery and also detect interactions between transcription factors and components of the TGF-beta, Notch, and Wnt signaling pathways. In conclusion, our purification protocol allowed us to bring greater definition to the circuitry controlling pluripotent cell identity.	There is no known interaction between Pioneer factor OCT3/4 and major chromatin remodeling factors.
2	CONCLUSIONS Treatment of young infants with macrolide antibiotics was strongly associated with IHPS and should therefore only be administered if potential treatment benefits outweigh the risk.	There is no relation between Erythromycin use and hypertrophic pyloric stenosis.
2	Maternal use of macrolides during the first two weeks after birth was also associated with an increased risk of IHPS.	There is no relation between Erythromycin use and hypertrophic pyloric stenosis.
2	CONCLUSIONS Treatment of young infants with macrolide antibiotics was strongly associated with IHPS and should therefore only be administered if potential treatment benefits outweigh the risk. Maternal use of macrolides during the first two weeks after birth was also associated with an increased risk of IHPS.	There is no relation between Erythromycin use and hypertrophic pyloric stenosis.
1	A possible association was also found with use during late pregnancy.	There is no relation between Erythromycin use and hypertrophic pyloric stenosis.
0	FINDINGS We identified 89 eligible studies and estimated that in 2010, 11·9 million (95% CI 10·3-13·9 million) episodes of severe and 3·0 million (2·1-4·2 million) episodes of very severe ALRI resulted in hospital admissions in young children worldwide.	There was an estimated 30 million cases of pneumonia in young children worldwide in 2010.
0	FINDINGS We identified 89 eligible studies and estimated that in 2010, 11·9 million (95% CI 10·3-13·9 million) episodes of severe and 3·0 million (2·1-4·2 million) episodes of very severe ALRI resulted in hospital admissions in young children worldwide.	There was an estimated 30 million cases of pneumonia in young children worldwide in 2010.
1	We aimed to estimate the incidence of admissions and deaths for such infections in children younger than 5 years in 2010. On the basis of data from 37 hospital studies reporting case fatality ratios for severe ALRI, we estimated that roughly 265,000 (95% CI 160,000-450,000) in-hospital deaths took place in young children, with 99% of these deaths in developing countries.	There was an estimated 30 million cases of pneumonia in young children worldwide in 2010.
1	Acute lymphoblastic leukemia (ALL) is an aggressive hematological tumor resulting from the malignant transformation of lymphoid progenitors. These results support a prominent role for activating mutations in NT5C2 and increased nucleoside-analog metabolism in disease progression and chemotherapy resistance in ALL.	Thiopurine active metabolites can be catabolized through dephosphorylation of thioguanine nucleotides.
1	Binding selectively to the fast-skeletal-troponin complex, CK-2017357 slows the rate of calcium release from troponin C and sensitizes muscle to calcium. Troponin activation may provide a new therapeutic approach to improve physical activity in diseases where neuromuscular function is compromised.	Tirasemtiv has no effect on cardiac muscle.
1	We developed a small-molecule fast-skeletal-troponin activator, CK-2017357, as a means to increase muscle strength by amplifying the response of muscle when neural input is otherwise diminished secondary to neuromuscular disease. Binding selectively to the fast-skeletal-troponin complex, CK-2017357 slows the rate of calcium release from troponin C and sensitizes muscle to calcium.	Tirasemtiv targets cardiac muscle.
0	We developed a small-molecule fast-skeletal-troponin activator, CK-2017357, as a means to increase muscle strength by amplifying the response of muscle when neural input is otherwise diminished secondary to neuromuscular disease.	Tirasemtiv targets fast-twitch muscle.
0	Binding selectively to the fast-skeletal-troponin complex, CK-2017357 slows the rate of calcium release from troponin C and sensitizes muscle to calcium.	Tirasemtiv targets fast-twitch muscle.
0	We developed a small-molecule fast-skeletal-troponin activator, CK-2017357, as a means to increase muscle strength by amplifying the response of muscle when neural input is otherwise diminished secondary to neuromuscular disease. Binding selectively to the fast-skeletal-troponin complex, CK-2017357 slows the rate of calcium release from troponin C and sensitizes muscle to calcium.	Tirasemtiv targets fast-twitch muscle.
1	As a consequence, the force-calcium relationship of muscle fibers shifts leftwards, as does the force-frequency relationship of a nerve-muscle pair, so that CK-2017357 increases the production of muscle force in situ at sub-maximal nerve stimulation rates. Troponin activation may provide a new therapeutic approach to improve physical activity in diseases where neuromuscular function is compromised.	Tirasemtiv targets fast-twitch muscle.
1	Independent of genotype, MDS hematopoietic stem and progenitor cells (HSPCs) overexpress inflammasome proteins and manifest activated NLRP3 complexes that direct activation of caspase-1, generation of interleukin-1β (IL-1β) and IL-18, and pyroptotic cell death. We report that a hallmark of MDSs is activation of the NLRP3 inflammasome, which drives clonal expansion and pyroptotic cell death.	Toll-like receptor (TLR) signaling is involved in the pathogenesis of human MDS.
1	These findings indicate that primary bone marrow expansion of MDSC driven by the S100A9/CD33 pathway perturbs hematopoiesis and contributes to the development of MDS.	Toll-like receptor (TLR) signaling is involved in the pathogenesis of human MDS.
1	We show that tonic CAR CD3-ζ phosphorylation, triggered by antigen-independent clustering of CAR single-chain variable fragments, can induce early exhaustion of CAR T cells that limits antitumor efficacy. Chimeric antigen receptors (CARs) targeting CD19 have mediated dramatic antitumor responses in hematologic malignancies, but tumor regression has rarely occurred using CARs targeting other antigens.	Tonic signaling from the scFv induces constitutive stimulation.
1	Our results provide biological explanations for the antitumor effects of CD19 CARs and for the observations that CD19 CAR T cells incorporating the 4-1BB costimulatory domain are more persistent than those incorporating CD28 in clinical trials. It remains unknown whether the impressive effects of CD19 CARs relate to greater susceptibility of hematologic malignancies to CAR therapies, or superior functionality of the CD19 CAR itself.	Tonic signaling from the scFv is amplified by MyD88/CD40.
1	Chimeric antigen receptors (CARs) targeting CD19 have mediated dramatic antitumor responses in hematologic malignancies, but tumor regression has rarely occurred using CARs targeting other antigens.	Tonic signaling from the scFv prevents constitutive stimulation.
1	I have examined eight common myths about … Several arguments are commonly used to reject a wider role for systematic reviews, and these arguments are often based on major misconceptions about the history, purpose, methods, and uses of systematic reviews.	Traditional reviews are biased in their interpretations.
0	Here we report a posttranscriptional function for lincRNA-p21 as a modulator of translation.	Trans-acting factors, such as lncRNAs, influence mRNA translation.
0	Under reduced HuR levels, lincRNA-p21 accumulated in human cervical carcinoma HeLa cells, increasing its association with JUNB and CTNNB1 mRNAs and selectively lowering their translation.	Trans-acting factors, such as lncRNAs, influence mRNA translation.
0	With elevated HuR, lincRNA-p21 levels declined, which in turn derepressed JunB and β-catenin translation and increased the levels of these proteins.	Trans-acting factors, such as lncRNAs, influence mRNA translation.
0	We propose that HuR controls translation of a subset of target mRNAs by influencing lincRNA-p21 levels.	Trans-acting factors, such as lncRNAs, influence mRNA translation.
0	Our findings uncover a role for lincRNA as a posttranscriptional inhibitor of translation.	Trans-acting factors, such as lncRNAs, influence mRNA translation.
0	Here we report a posttranscriptional function for lincRNA-p21 as a modulator of translation. Under reduced HuR levels, lincRNA-p21 accumulated in human cervical carcinoma HeLa cells, increasing its association with JUNB and CTNNB1 mRNAs and selectively lowering their translation. With elevated HuR, lincRNA-p21 levels declined, which in turn derepressed JunB and β-catenin translation and increased the levels of these proteins. We propose that HuR controls translation of a subset of target mRNAs by influencing lincRNA-p21 levels. Our findings uncover a role for lincRNA as a posttranscriptional inhibitor of translation.	Trans-acting factors, such as lncRNAs, influence mRNA translation.
1	Mammalian long intergenic noncoding RNAs (lincRNAs) are best known for modulating transcription. Association of the RNA-binding protein HuR with lincRNA-p21 favored the recruitment of let-7/Ago2 to lincRNA-p21, leading to lower lincRNA-p21 stability.	Trans-acting factors, such as lncRNAs, influence mRNA translation.
0	TFEB was also rapidly activated in murine macrophages upon S. aureus infection and was required for proper transcriptional induction of several proinflammatory cytokines and chemokines.	Transcription factor EB induces transcription of pro-inflammatory cytokines in macrophages infected with Staphylococcus aureus.
0	TFEB was also rapidly activated in murine macrophages upon S. aureus infection and was required for proper transcriptional induction of several proinflammatory cytokines and chemokines.	Transcription factor EB induces transcription of pro-inflammatory cytokines in macrophages infected with Staphylococcus aureus.
1	By using an unbiased approach in the model Caenorhabditis elegans, we discovered that HLH-30 (known as TFEB in mammals) is a key transcription factor for host defense.	Transcription factor EB induces transcription of pro-inflammatory cytokines in macrophages infected with Staphylococcus aureus.
1	In contrast, none of the putative elongation factors tested affect the elongation rate, although mutations in the THO complex and in Spt4 significantly reduce processivity.	Transcription rates in S. cerevisiae range between 0.7 and 2 kb/min.
1	We found that expression levels for particular genes are higher than initially reported and can vary substantially among cells. These data directly demonstrate the existence of multiple expression modes used to modulate the transcriptome.	Transcription rates in S. cerevisiae range between 0.7 and 2 kb/min.
1	Here, we show that a mutation in the Rpb2 subunit of Pol II reduces both the elongation rate and processivity in vivo. A number of proteins and drugs have been implicated in the process of transcriptional elongation by RNA polymerase (Pol) II, but the factors that govern the elongation rate (nucleotide additions per min) and processivity (nucleotide additions per initiation event) in vivo are poorly understood.	Transcription rates in S. cerevisiae range between 7 and 12 kb/min.
1	How precisely the transcription machinery fulfills this task is not known.	Transcription rates in S. cerevisiae range between 7 and 12 kb/min.
0	Upon maturation, the recipient brains exhibited large numbers and high proportions of both human glial progenitors and astrocytes.	Transplanted human glial progenitor cells can mature in their host animal.
0	Upon maturation, the recipient brains exhibited large numbers and high proportions of both human glial progenitors and astrocytes.	Transplanted human glial progenitor cells can mature in their host animal.
1	Human astrocytes are larger and more complex than those of infraprimate mammals, suggesting that their role in neural processing has expanded with evolution. Mice allografted with murine GPCs showed no enhancement of either LTP or learning.	Transplanted human glial progenitor cells can mature in their host animal.
2	Deletion of the gene encoding FN from young regenerating muscles replicates the aging phenotype and leads to a loss of MuSC numbers.	Treatment with a protein named FN impairs regenerative abilities of aged muscles.
2	Reconstitution of FN levels in the aged niche remobilizes stem cells and restores youth-like muscle regeneration.	Treatment with a protein named FN impairs regenerative abilities of aged muscles.
2	Deletion of the gene encoding FN from young regenerating muscles replicates the aging phenotype and leads to a loss of MuSC numbers. Reconstitution of FN levels in the aged niche remobilizes stem cells and restores youth-like muscle regeneration.	Treatment with a protein named FN impairs regenerative abilities of aged muscles.
1	Taken together, we identify the loss of stem cell adhesion to FN in the niche ECM as a previously unknown aging mechanism.	Treatment with a protein named FN impairs regenerative abilities of aged muscles.
0	Deletion of the gene encoding FN from young regenerating muscles replicates the aging phenotype and leads to a loss of MuSC numbers.	Treatment with a protein named FN restores regenerative abilities of aged muscles.
0	Reconstitution of FN levels in the aged niche remobilizes stem cells and restores youth-like muscle regeneration.	Treatment with a protein named FN restores regenerative abilities of aged muscles.
0	Deletion of the gene encoding FN from young regenerating muscles replicates the aging phenotype and leads to a loss of MuSC numbers. Reconstitution of FN levels in the aged niche remobilizes stem cells and restores youth-like muscle regeneration.	Treatment with a protein named FN restores regenerative abilities of aged muscles.
1	Age-related changes in the niche have long been postulated to impair the function of somatic stem cells. Here we demonstrate that the aged stem cell niche in skeletal muscle contains substantially reduced levels of fibronectin (FN), leading to detrimental consequences for the function and maintenance of muscle stem cells (MuSCs).	Treatment with a protein named FN restores regenerative abilities of aged muscles.
1	The data indicate that carrier-mediated transport may be essential for termination of the biological effects of anandamide, and may represent a potential drug target. Anandamide inactivation is not completely understood, but it may occur by transport into cells or by enzymatic hydrolysis.	Treatment with the EC uptake inhibitor AM404 resulted in a dose-dependent decrease in the expression of immobility.
2	All deprivation covariates were positively associated with each other but on multiple regression, higher level of overcrowding was independently associated with tuberculosis rates.	Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.
2	For the white population, overcrowding was associated with tuberculosis rates independently of other variables (P=0.0036).	Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.
2	All deprivation covariates were positively associated with each other but on multiple regression, higher level of overcrowding was independently associated with tuberculosis rates. For the white population, overcrowding was associated with tuberculosis rates independently of other variables (P=0.0036).	Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.
1	CONCLUSIONS Poverty is significantly associated with tuberculosis in the white population, but no such relation exists for those of Asian ethnicity.	Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.
2	A strong association was found between all TB mortality groups and overcrowding at the household level.	Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.
2	Regression analysis indicates that it is the overcrowding and poverty among ethnic populations that is significant for their tuberculosis mortality.	Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.
2	A strong association was found between all TB mortality groups and overcrowding at the household level. Regression analysis indicates that it is the overcrowding and poverty among ethnic populations that is significant for their tuberculosis mortality.	Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.
1	Social, demographic and ethnicity measures from the 1981 and 1991 censuses and standardised annual AIDS-related mortality rates for young men are used to calculate Poisson regression models.	Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.
0	We found that the centers of granulomas have a pro-inflammatory environment that is characterized by the presence of antimicrobial peptides, reactive oxygen species and pro-inflammatory eicosanoids. Conversely, the tissue surrounding the caseum has a comparatively anti-inflammatory signature.	Tuberculosis-induced granulomas express different immune system protein signatures than the surrounding tissue.
0	Although the balance between systemic pro- and anti-inflammatory signals is crucial to TB disease outcome, here we find that these signals are physically segregated within each granuloma.	Tuberculosis-induced granulomas express different immune system protein signatures than the surrounding tissue.
0	We found that the centers of granulomas have a pro-inflammatory environment that is characterized by the presence of antimicrobial peptides, reactive oxygen species and pro-inflammatory eicosanoids. Conversely, the tissue surrounding the caseum has a comparatively anti-inflammatory signature. Although the balance between systemic pro- and anti-inflammatory signals is crucial to TB disease outcome, here we find that these signals are physically segregated within each granuloma.	Tuberculosis-induced granulomas express different immune system protein signatures than the surrounding tissue.
1	To understand the role of granulomas in TB, we analyzed the proteomes of granulomas from subjects with tuberculosis in an unbiased manner. From the protein and lipid snapshots of human and rabbit lesions analyzed here, we hypothesize that the pathologic response to TB is shaped by the precise anatomical localization of these inflammatory pathways during the development of the granuloma.	Tuberculosis-induced granulomas express different immune system protein signatures than the surrounding tissue.
1	Specific molecular pathways have been identified in which tumors can stimulate platelet production and activation; activated platelets can, in turn, promote tumor growth and metastasis. Paraneoplastic thrombocytosis is associated with many solid tumors and often correlates with reduced survival.	Tumor development occurs in conjunction with suppression of pro-inflammatory cytokines.
1	Paraneoplastic thrombocytosis is associated with many solid tumors and often correlates with reduced survival. Taken together, these findings provide exciting new potential targets for therapeutic intervention.	Tumor development occurs in conjunction with upregulation of pro-inflammatory cytokines.
0	We identified two variants at chromosome 6q21 associated with SMNs in survivors of Hodgkin's lymphoma treated with radiation therapy as children but not as adults.	Two variants of chromosome 6q21 are associated with radiation therapy-induced second malignancies in pediatric Hodgkin lymphoma patients.
0	We identified two variants at chromosome 6q21 associated with SMNs in survivors of Hodgkin's lymphoma treated with radiation therapy as children but not as adults.	Two variants of chromosome 6q21 are associated with radiation therapy-induced second malignancies in pediatric Hodgkin lymphoma patients.
1	The variants comprise a risk locus associated with decreased basal expression of PRDM1 (encoding PR domain containing 1, with ZNF domain) and impaired induction of the PRDM1 protein after radiation exposure.	Two variants of chromosome 6q21 are associated with radiation therapy-induced second malignancies in pediatric Hodgkin lymphoma patients.
0	Here, we have localized the type 1 diabetes (T1D) association in the interleukin 2 receptor alpha (IL2RA) gene region to two independent groups of SNPs, spanning overlapping regions of 14 and 40 kb, encompassing IL2RA intron 1 and the 5′ regions of IL2RA and RBM17 (odds ratio = 2.04, 95% confidence interval = 1.70–2.45; P = 1.92 × 10−28; control frequency = 0.635).	Type 1 Diabetes is associated with subtle perturbations in T reg development.
0	Furthermore, we have associated IL2RA T1D susceptibility genotypes with lower circulating levels of the biomarker, soluble IL-2RA (P = 6.28 × 10−28), suggesting that an inherited lower immune responsiveness predisposes to T1D.	Type 1 Diabetes is associated with subtle perturbations in T reg development.
0	Here, we have localized the type 1 diabetes (T1D) association in the interleukin 2 receptor alpha (IL2RA) gene region to two independent groups of SNPs, spanning overlapping regions of 14 and 40 kb, encompassing IL2RA intron 1 and the 5′ regions of IL2RA and RBM17 (odds ratio = 2.04, 95% confidence interval = 1.70–2.45; P = 1.92 × 10−28; control frequency = 0.635). Furthermore, we have associated IL2RA T1D susceptibility genotypes with lower circulating levels of the biomarker, soluble IL-2RA (P = 6.28 × 10−28), suggesting that an inherited lower immune responsiveness predisposes to T1D.	Type 1 Diabetes is associated with subtle perturbations in T reg development.
1	Genome-wide association studies are now identifying disease-associated chromosome regions. However, even after convincing replication, the localization of the causal variant(s) requires comprehensive resequencing, extensive genotyping and statistical analyses in large sample sets leading to targeted functional studies.	Type 1 Diabetes is associated with subtle perturbations in T reg development.
0	Numerous reports have demonstrated that CD4(+)CD25(+) regulatory T cells (Tregs) from individuals with a range of human autoimmune diseases, including type 1 diabetes, are deficient in their ability to control autologous proinflammatory responses when compared with nondiseased, control individuals.	Type 1 Diabetes is associated with subtle perturbations in T reg development.
0	Numerous reports have demonstrated that CD4(+)CD25(+) regulatory T cells (Tregs) from individuals with a range of human autoimmune diseases, including type 1 diabetes, are deficient in their ability to control autologous proinflammatory responses when compared with nondiseased, control individuals.	Type 1 Diabetes is associated with subtle perturbations in T reg development.
1	Although this suggests a primary role for defective Tregs in autoimmunity, a link between IL2RA gene polymorphisms and Treg function has not been examined. These data offer a rationale that contributes to the molecular and cellular mechanisms through which polymorphisms in the IL-2RA gene affect immune regulation, and consequently upon susceptibility to autoimmune and inflammatory diseases.	Type 1 Diabetes is associated with subtle perturbations in T reg development.
0	Ultrasound imaging also significantly reduced the risk of traumatic procedures (risk ratio 0.27 (0.11 to 0.67), P=0.005), the number of insertion attempts (mean difference -0.44 (-0.64 to -0.24), P<0.001), and the number of needle redirections (mean difference -1.00 (-1.24 to -0.75), P<0.001).	Ultrasound guidance significantly reduces the number of needle insertion attempts necessary for a given procedure.
0	CONCLUSIONS Ultrasound imaging can reduce the risk of failed or traumatic lumbar punctures and epidural catheterisations, as well as the number of needle insertions and redirections.	Ultrasound guidance significantly reduces the number of needle insertion attempts necessary for a given procedure.
0	Ultrasound imaging also significantly reduced the risk of traumatic procedures (risk ratio 0.27 (0.11 to 0.67), P=0.005), the number of insertion attempts (mean difference -0.44 (-0.64 to -0.24), P<0.001), and the number of needle redirections (mean difference -1.00 (-1.24 to -0.75), P<0.001). CONCLUSIONS Ultrasound imaging can reduce the risk of failed or traumatic lumbar punctures and epidural catheterisations, as well as the number of needle insertions and redirections.	Ultrasound guidance significantly reduces the number of needle insertion attempts necessary for a given procedure.
1	OBJECTIVE To determine whether ultrasound imaging can reduce the risk of failed lumbar punctures or epidural catheterisations, when compared with standard palpation methods, and whether ultrasound imaging can reduce traumatic procedures, insertion attempts, and needle redirections.	Ultrasound guidance significantly reduces the number of needle insertion attempts necessary for a given procedure.
0	Ultrasound imaging reduced the risk of failed procedures (risk ratio 0.21 (95% confidence interval 0.10 to 0.43), P<0.001). Risk reduction was similar when subgroup analysis was performed for lumbar punctures (risk ratio 0.19 (0.07 to 0.56), P=0.002) or epidural catheterisations (0.23 (0.09 to 0.60), P=0.003). Ultrasound imaging also significantly reduced the risk of traumatic procedures (risk ratio 0.27 (0.11 to 0.67), P=0.005), the number of insertion attempts (mean difference -0.44 (-0.64 to -0.24), P<0.001), and the number of needle redirections (mean difference -1.00 (-1.24 to -0.75), P<0.001).	Ultrasound guidance significantly reduces the number of traumatic procedures when attempting needle insertion.
0	CONCLUSIONS Ultrasound imaging can reduce the risk of failed or traumatic lumbar punctures and epidural catheterisations, as well as the number of needle insertions and redirections.	Ultrasound guidance significantly reduces the number of traumatic procedures when attempting needle insertion.
